step	T	P	Q	Emptymeas	CalcC_atrazin_340323	Mstock	Mavail	Munavail	Fapplic	M_to_apply	T_sum	Fapplicgreen	M_green_to_apply
0	-2.30986018	0	0.21	NaN	0	0	0	0	0	0	0	0	0
1	-2.30986018	0	0.21	NaN	11.7932	0	0	0	0	0	0	0	0
2	-2.30986018	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
3	-2.30986018	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
4	-2.30986018	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
5	-2.30986018	0	0.2	NaN	11.7932	0	0	0	0	0	0	0	0
6	-2.30986018	0.01	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
7	-2.30986018	0.05	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
8	-2.30986018	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
9	-2.30986018	0	0.19	NaN	11.7932	0	0	0	0	0	0	0	0
10	-2.30986018	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
11	-2.30986018	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
12	-2.30986018	0.2	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
13	-2.30986018	0	0.18	NaN	11.7932	0	0	0	0	0	0	0	0
14	-2.30986018	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
15	-2.30986018	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
16	-2.30986018	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
17	-2.30986018	0	0.17	NaN	11.7932	0	0	0	0	0	0	0	0
18	-2.30986018	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
19	-2.30986018	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
20	-2.30986018	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
21	-2.30986018	0	0.16	NaN	11.7932	0	0	0	0	0	0	0	0
22	-2.30986018	0	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
23	-2.30986018	0.11	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
24	-1.93986019	0.19	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
25	-1.93986019	0.12	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
26	-1.93986019	0.14	0.15	NaN	11.7932	0	0	0	0	0	0	0	0
27	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
28	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
29	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
30	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
31	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
32	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
33	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
34	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
35	-1.93986019	0	0.14	NaN	11.7932	0	0	0	0	0	0	0	0
36	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
37	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
38	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
39	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
40	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
41	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
42	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
43	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
44	-1.93986019	0	0.13	NaN	11.7932	0	0	0	0	0	0	0	0
45	-1.93986019	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
46	-1.93986019	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
47	-1.93986019	0	0.12	NaN	11.7932	0	0	0	0	0	0	0	0
48	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.00766039553	0	0	0
49	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.010506163	0	0	0
50	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.0115636555	0	0	0
51	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.011956586	0	0	0
52	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.0121027127	0	0	0
53	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.0121574423	0	0	0
54	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.0121779643	0	0	0
55	-5.8298601	0	0.12	NaN	11.7932	0	0	0	0	0.0121856619	0	0	0
